,Sale Price,Building Class At Time Of Sale,City,Neighbourhood,z_value_prices
456,3800000.0,R4,manhattan,Chelsea / Hudson Yards,0.03485630097983977
457,8329281.0,R4,manhattan,Chelsea / Hudson Yards,0.24711144573123509
458,4200000.0,R4,manhattan,Chelsea / Hudson Yards,0.053601452340631496
459,3307221.0,R4,manhattan,Chelsea / Hudson Yards,0.011763258623790799
460,3800000.0,R4,manhattan,Chelsea / Hudson Yards,0.03485630097983977
461,3469075.0,R4,manhattan,Chelsea / Hudson Yards,0.01934820294466476
462,3063553.0,R4,manhattan,Chelsea / Hudson Yards,0.0003442747693373012
463,3600000.0,R4,manhattan,Chelsea / Hudson Yards,0.025483725299443902
464,3950000.0,R4,manhattan,Chelsea / Hudson Yards,0.04188573274013667
465,4050000.0,R4,manhattan,Chelsea / Hudson Yards,0.0465720205803346
466,3100000.0,R4,manhattan,Chelsea / Hudson Yards,0.0020522860984542417
467,3809780.0,R4,manhattan,Chelsea / Hudson Yards,0.03531461993061113
469,2250000.0,R4,manhattan,Chelsea / West Village,-0.037781160543228186
470,1565000.0,R4,manhattan,Chelsea / West Village,-0.06988223224858402
472,1360000.0,R4,manhattan,Chelsea / West Village,-0.07948912232098979
473,1520000.0,R4,manhattan,Chelsea / West Village,-0.0719910617766731
475,1240000.0,R4,manhattan,Chelsea / West Village,-0.0851126677292273
476,1200000.0,R4,manhattan,Chelsea / West Village,-0.08698718286530648
477,2150000.0,R4,manhattan,Chelsea / West Village,-0.042467448383426115
478,1245000.0,R4,manhattan,Chelsea / West Village,-0.08487835333721741
481,1688000.0,R4,manhattan,Chelsea / West Village,-0.06411809820514057
482,1875000.0,R4,manhattan,Chelsea / West Village,-0.05535473994397043
483,3550000.0,R4,manhattan,Chelsea / West Village,0.023140581379344938
484,2730000.0,R4,manhattan,Chelsea / West Village,-0.015286978910278108
485,2050000.0,R4,manhattan,Chelsea / West Village,-0.04715373622362405
486,1300000.0,R4,manhattan,Chelsea / West Village,-0.08230089502510854
487,515819.0,R4,manhattan,Chelsea / West Village,-0.1190498738732511
488,2100000.0,R4,manhattan,Chelsea / West Village,-0.04481059230352508
489,2160000.0,R4,manhattan,Chelsea / West Village,-0.04199881959940632
490,3025000.0,R4,manhattan,Chelsea / West Village,-0.0014624297816942077
492,7900000.0,R4,manhattan,Chelsea / West Village,0.226994102427955
493,1145000.0,R4,manhattan,Chelsea / West Village,-0.08956464117741533
494,849698.0,R4,manhattan,Chelsea / West Village,-0.10340334289527664
495,1075000.0,R4,manhattan,Chelsea / West Village,-0.09284504266555389
496,900000.0,R4,manhattan,Chelsea / West Village,-0.10104604638590027
497,1048000.0,R4,manhattan,Chelsea / West Village,-0.09411034038240733
498,795000.0,R4,manhattan,Chelsea / West Village,-0.1059666486181081
500,6400000.0,R4,manhattan,Chelsea / West Village,0.156699784824986
501,3200000.0,R4,manhattan,Chelsea / West Village,0.0067385739386521745
503,1215000.0,R4,manhattan,Chelsea / West Village,-0.08628423968927679
504,2350000.0,R4,manhattan,Chelsea / Hudson Yards,-0.03309487270303025
505,1310000.0,R4,manhattan,Chelsea / Hudson Yards,-0.08183226624108875
506,1650000.0,R4,manhattan,Chelsea / Hudson Yards,-0.06589888758441578
507,1400000.0,R4,manhattan,Chelsea / Hudson Yards,-0.07761460718491062
508,1650000.0,R4,manhattan,Chelsea / Hudson Yards,-0.06589888758441578
510,1650000.0,R4,manhattan,Chelsea / Hudson Yards,-0.06589888758441578
511,1450000.0,R4,manhattan,Chelsea / Hudson Yards,-0.07527146326481164
512,1900000.0,R4,manhattan,Chelsea / Hudson Yards,-0.05418316798392095
513,2500000.0,R4,manhattan,Chelsea / Hudson Yards,-0.026065440942733352
514,4820000.0,R4,manhattan,Chelsea / Hudson Yards,0.08265643694985868
515,2650000.0,R4,manhattan,Chelsea / West Village,-0.019036009182436454
516,4250000.0,R4,manhattan,Chelsea / West Village,0.055944596260730464
517,672550.0,R4,manhattan,Chelsea / West Village,-0.11170500807843046
519,920000.0,R4,manhattan,Chelsea / West Village,-0.10010878881786069
520,850000.0,R4,manhattan,Chelsea / West Village,-0.10338919030599923
522,2180000.0,R4,manhattan,Chelsea / West Village,-0.04106156203136674
523,1400000.0,R4,manhattan,Chelsea / West Village,-0.07761460718491062
527,976500.0,R4,manhattan,Chelsea / Hudson Yards,-0.09746103618814886
528,789144.0,R4,manhattan,Chelsea / Hudson Yards,-0.1062410776340301
529,997500.0,R4,manhattan,Chelsea / Hudson Yards,-0.09647691574170729
530,850000.0,R4,manhattan,Chelsea / Hudson Yards,-0.10338919030599923
531,1075000.0,R4,manhattan,Chelsea / Hudson Yards,-0.09284504266555389
532,1515201.0,R4,manhattan,Chelsea / Hudson Yards,-0.0722159567301242
533,5400000.0,R4,manhattan,Chelsea / West Village,0.10983690642300668
534,4700000.0,R4,manhattan,Chelsea / West Village,0.07703289154162116
535,3768813.0,R4,manhattan,Chelsea / West Village,0.03339478839111724
536,3285000.0,R4,manhattan,Chelsea / West Village,0.010721918602820417
537,3850000.0,R4,manhattan,Chelsea / West Village,0.03719944489993873
538,2945000.0,R4,manhattan,Chelsea / West Village,-0.005211460053852554
539,3026953.0,R4,manhattan,Chelsea / West Village,-0.0013709065801751422
540,7636875.0,R4,manhattan,Chelsea / West Village,0.21466330754843418
541,8415000.0,R4,manhattan,Chelsea / West Village,0.25112848480497435
543,962500.0,R4,manhattan,Chelsea / West Village,-0.09811711648577656
544,940000.0,R4,manhattan,Chelsea / West Village,-0.0991715312498211
545,945000.0,R4,manhattan,Chelsea / West Village,-0.0989372168578112
546,1075000.0,R4,manhattan,Chelsea / West Village,-0.09284504266555389
548,9750000.0,R4,manhattan,Chelsea / West Village,0.31369042747161674
549,4400000.0,R4,manhattan,Chelsea / West Village,0.06297402802102736
551,1440000.0,R4,manhattan,Chelsea / West Village,-0.07574009204883143
552,1800000.0,R4,manhattan,Chelsea / West Village,-0.05886945582411888
554,1580000.0,R4,manhattan,Chelsea / West Village,-0.06917928907255433
555,6340000.0,R4,manhattan,Chelsea / West Village,0.15388801212086725
556,6450000.0,R4,manhattan,Chelsea / West Village,0.15904292874508497
558,3000000.0,R4,manhattan,Chelsea / West Village,-0.0026340017417436907
559,2775000.0,R4,manhattan,Chelsea / West Village,-0.01317814938218904
560,3400000.0,R4,manhattan,Chelsea / West Village,0.01611114961904804
561,2115000.0,R4,manhattan,Chelsea / West Village,-0.044107649127495395
562,4200000.0,R4,manhattan,Chelsea / West Village,0.053601452340631496
563,4200000.0,R4,manhattan,Chelsea / West Village,0.053601452340631496
564,2350000.0,R4,manhattan,Chelsea / West Village,-0.03309487270303025
565,4683950.0,R4,manhattan,Chelsea / West Village,0.0762807423432694
566,2050000.0,R4,manhattan,Chelsea / West Village,-0.04715373622362405
567,5925000.0,R4,manhattan,Chelsea / West Village,0.13443991758404583
568,5600000.0,R4,manhattan,Chelsea / West Village,0.11920948210340256
569,6150000.0,R4,manhattan,Chelsea / West Village,0.14498406522449117
570,5550000.0,R4,manhattan,Chelsea / West Village,0.11686633818330358
571,6400000.0,R4,manhattan,Chelsea / West Village,0.156699784824986
572,950000.0,R4,manhattan,Chelsea / West Village,-0.09870290246580131
575,27400.0,R4,manhattan,Chelsea / West Village,-0.14193859407946743
576,950000.0,R4,manhattan,Chelsea / West Village,-0.09870290246580131
578,870000.0,R4,manhattan,Chelsea / West Village,-0.10245193273795965
579,830000.0,R4,manhattan,Chelsea / West Village,-0.10432644787403883
581,850000.0,R4,manhattan,Chelsea / West Village,-0.10338919030599923
582,900000.0,R4,manhattan,Chelsea / West Village,-0.10104604638590027
584,717500.0,R4,manhattan,Chelsea / West Village,-0.1095985216942615
587,1850000.0,R4,manhattan,Chelsea / West Village,-0.05652631190401992
588,2225000.0,R4,manhattan,Chelsea / West Village,-0.038952732503277666
590,2950000.0,R4,manhattan,Chelsea / West Village,-0.004977145661842657
591,1750000.0,R4,manhattan,Chelsea / West Village,-0.06121259974421785
592,3375000.0,R4,manhattan,Chelsea / West Village,0.014939577658998556
593,2495000.0,R4,manhattan,Chelsea / Hudson Yards,-0.026299755334743248
594,1600000.0,R4,manhattan,Chelsea / Hudson Yards,-0.06824203150451474
595,2068000.0,R4,manhattan,Chelsea / Hudson Yards,-0.04631020441238842
596,1399999.0,R4,manhattan,Chelsea / Hudson Yards,-0.07761465404778901
597,4000000.0,R4,manhattan,Chelsea / Hudson Yards,0.04422887666023563
598,2475000.0,R4,manhattan,Chelsea / Hudson Yards,-0.027237012902782836
599,1950000.0,R4,manhattan,Chelsea / Hudson Yards,-0.05184002406382198
600,3200000.0,R4,manhattan,Chelsea / Hudson Yards,0.0067385739386521745
601,2315000.0,R4,manhattan,Chelsea / Hudson Yards,-0.03473507344709953
602,3160000.0,R4,manhattan,Chelsea / Hudson Yards,0.004864058802573001
603,725000.0,R4,manhattan,Chelsea / West Village,-0.10924705010624665
605,1796647.0,R4,manhattan,Chelsea / West Village,-0.05902658705540072
606,1780000.0,R4,manhattan,Chelsea / West Village,-0.05980671339215847
607,4225000.0,R4,manhattan,Chelsea / West Village,0.054773024300680984
608,2125000.0,R4,manhattan,Chelsea / West Village,-0.0436390203434756
609,2310000.0,R4,manhattan,Chelsea / West Village,-0.034969387839109425
610,1692800.0,R4,manhattan,Chelsea / West Village,-0.06389315638881106
611,2215000.0,R4,manhattan,Chelsea / West Village,-0.03942136128729746
613,1650000.0,R4,manhattan,Chelsea / West Village,-0.06589888758441578
614,1800000.0,R4,manhattan,Chelsea / West Village,-0.05886945582411888
615,3100000.0,R4,manhattan,Chelsea / West Village,0.0020522860984542417
617,10.0,R4,manhattan,Chelsea / West Village,-0.14322216831889764
618,3777000.0,R4,manhattan,Chelsea / West Village,0.03377845477659425
619,1755000.0,R4,manhattan,Chelsea / West Village,-0.06097828535220795
620,3250000.0,R4,manhattan,Chelsea / West Village,0.009081717858751141
621,1608750.0,R4,manhattan,Chelsea / West Village,-0.06783198131849742
622,1700000.0,R4,manhattan,Chelsea / West Village,-0.06355574366431681
623,1050000.0,R4,manhattan,Chelsea / West Village,-0.09401661462560337
624,4232500.0,R4,manhattan,Chelsea / West Village,0.05512449588869583
625,620000.0,R4,manhattan,Chelsea / West Village,-0.11416765233845448
626,950000.0,R4,manhattan,Chelsea / West Village,-0.09870290246580131
627,1150000.0,R4,manhattan,Chelsea / West Village,-0.08933032678540544
629,5450000.0,R4,manhattan,Chelsea / West Village,0.11218005034310566
630,5450000.0,R4,manhattan,Chelsea / West Village,0.11218005034310566
633,1825000.0,R4,manhattan,Gramercy / Stuyvesant Town,-0.0576978838640694
634,3100000.0,R4,manhattan,Gramercy / Stuyvesant Town,0.0020522860984542417
636,3400000.0,R4,manhattan,Gramercy / Stuyvesant Town,0.01611114961904804
637,1969500.0,R4,manhattan,Gramercy / Stuyvesant Town,-0.05092619793498338
638,2980000.0,R4,manhattan,Chelsea / West Village,-0.0035712593097832774
639,5050000.0,R4,manhattan,Chelsea / West Village,0.09343489898231393
640,6150000.0,R4,manhattan,Chelsea / West Village,0.14498406522449117
641,3915000.0,R4,manhattan,Chelsea / West Village,0.04024553199606739
642,3025000.0,R4,manhattan,Chelsea / West Village,-0.0014624297816942077
643,1685000.0,R4,manhattan,Chelsea / West Village,-0.0642586868403465
644,2075000.0,R4,manhattan,Chelsea / West Village,-0.045982164263574564
645,1707000.0,R4,manhattan,Chelsea / West Village,-0.06322770351550296
646,1725000.0,R4,manhattan,Chelsea / West Village,-0.06238417170426733
647,2440000.0,R4,manhattan,Chelsea / West Village,-0.028877213646852112
648,2400000.0,R4,manhattan,Chelsea / West Village,-0.030751728782931285
649,1200000.0,R4,manhattan,Chelsea / West Village,-0.08698718286530648
650,100.0,R4,manhattan,Chelsea / West Village,-0.14321795065984147
651,632500.0,R4,manhattan,Chelsea / West Village,-0.11358186635842975
653,755000.0,R4,manhattan,Chelsea / West Village,-0.10784116375418727
654,651000.0,R4,manhattan,Chelsea / West Village,-0.11271490310799312
655,825000.0,R4,manhattan,Chelsea / West Village,-0.10456076226604873
656,688000.0,R4,manhattan,Chelsea / West Village,-0.11098097660711989
658,2500000.0,R4,manhattan,Chelsea / West Village,-0.026065440942733352
661,1625000.0,R4,manhattan,Chelsea / West Village,-0.06707045954446526
662,1751250.0,R4,manhattan,Chelsea / West Village,-0.06115402114621537
664,2800000.0,R4,manhattan,Chelsea / West Village,-0.012006577422139555
665,1300000.0,R4,manhattan,Chelsea / West Village,-0.08230089502510854
666,1209000.0,R4,manhattan,Chelsea / West Village,-0.08656541695968865
667,4225000.0,R4,manhattan,Chelsea / West Village,0.054773024300680984
669,1900000.0,R4,manhattan,Chelsea / West Village,-0.05418316798392095
671,2100000.0,R4,manhattan,Chelsea / West Village,-0.04481059230352508
672,2400000.0,R4,manhattan,Chelsea / West Village,-0.030751728782931285
673,2550000.0,R4,manhattan,Chelsea / West Village,-0.023722297022634387
675,1525000.0,R4,manhattan,Chelsea / West Village,-0.0717567473846632
678,2595000.0,R4,manhattan,Chelsea / West Village,-0.02161346749454532
679,2665000.0,R4,manhattan,Chelsea / West Village,-0.018333066006406766
680,2950000.0,R4,manhattan,Chelsea / West Village,-0.004977145661842657
682,2055000.0,R4,manhattan,Chelsea / West Village,-0.046919421831614155
683,2180000.0,R4,manhattan,Chelsea / West Village,-0.04106156203136674
684,1335000.0,R4,manhattan,Chelsea / West Village,-0.08066069428103927
685,1830000.0,R4,manhattan,Chelsea / Hudson Yards,-0.0574635694720595
686,2140000.0,R4,manhattan,Chelsea / Hudson Yards,-0.04293607716744591
691,860000.0,R4,manhattan,Chelsea / Hudson Yards,-0.10292056152197944
693,699000.0,R4,manhattan,Chelsea / Hudson Yards,-0.11046548494469811
694,1250000.0,R4,manhattan,Chelsea / Hudson Yards,-0.08464403894520751
695,7600000.0,S5,manhattan,Chelsea / Hudson Yards,0.2129352389073612
696,7400000.0,S4,manhattan,Chelsea / West Village,0.20356266322696534
700,2950000.0,R1,manhattan,Chelsea / West Village,-0.004977145661842657
701,2247500.0,R1,manhattan,Chelsea / West Village,-0.037898317739233134
702,949000.0,R1,manhattan,Chelsea / West Village,-0.09874976534420328
703,1900000.0,R1,manhattan,Chelsea / West Village,-0.05418316798392095
704,7875000.0,R1,manhattan,Chelsea / West Village,0.2258225304679055
705,7917000.0,R1,manhattan,Chelsea / West Village,0.22779077136078865
706,2925000.0,R1,manhattan,Chelsea / West Village,-0.00614871762189214
707,700000.0,R1,manhattan,Chelsea / West Village,-0.11041862206629614
708,2050000.0,R1,manhattan,Chelsea / West Village,-0.04715373622362405
709,3925000.0,R1,manhattan,Chelsea / West Village,0.04071416078008718
710,5243947.0,R1,manhattan,Chelsea / West Village,0.10252381365974261
711,3375000.0,R1,manhattan,Chelsea / West Village,0.014939577658998556
712,2583000.0,R8,manhattan,Chelsea / West Village,-0.02217582203536907
713,2625000.0,R8,manhattan,Chelsea / West Village,-0.02020758114248594
714,5362500.0,R9,manhattan,Chelsea / West Village,0.10807954848293247
715,42000.0,R9,manhattan,Chelsea / West Village,-0.14125439605479853
716,4990000.0,R9,manhattan,Chelsea / West Village,0.09062312627819516
717,1835000.0,R9,manhattan,Chelsea / West Village,-0.057229255080049606
718,3800000.0,R9,manhattan,Chelsea / West Village,0.03485630097983977
719,4400000.0,R9,manhattan,Chelsea / West Village,0.06297402802102736
720,3500000.0,R9,manhattan,Chelsea / West Village,0.020797437459245973
721,640000.0,R9,manhattan,Chelsea / West Village,-0.1132303947704149
722,625000.0,R9,manhattan,Chelsea / West Village,-0.11393333794644459
723,550000.0,R9,manhattan,Chelsea / West Village,-0.11744805382659304
724,612500.0,R9,manhattan,Chelsea / West Village,-0.11451912392646933
725,7550000.0,R9,manhattan,Chelsea / West Village,0.21059209498726222
726,580000.0,R9,manhattan,Chelsea / West Village,-0.11604216747453365
727,2500000.0,R9,manhattan,Chelsea / West Village,-0.026065440942733352
728,563000.0,R9,manhattan,Chelsea / West Village,-0.11683883640736731
729,595000.0,R9,manhattan,Chelsea / West Village,-0.11533922429850396
730,562500.0,R9,manhattan,Chelsea / West Village,-0.1168622678465683
731,7367000.0,R9,manhattan,Chelsea / West Village,0.20201618823970002
732,625000.0,R9,manhattan,Chelsea / West Village,-0.11393333794644459
733,520000.0,R9,manhattan,Chelsea / West Village,-0.11885394017865242
735,580000.0,R9,manhattan,Chelsea / West Village,-0.11604216747453365
736,1100000.0,R9,manhattan,Chelsea / West Village,-0.09167347070550441
737,730000.0,R9,manhattan,Chelsea / West Village,-0.10901273571423675
738,1100000.0,R9,manhattan,Chelsea / West Village,-0.09167347070550441
739,575000.0,R9,manhattan,Chelsea / West Village,-0.11627648186654355
740,480000.0,R9,manhattan,Chelsea / West Village,-0.12072845531473159
741,595000.0,R9,manhattan,Chelsea / West Village,-0.11533922429850396
742,980000.0,R9,manhattan,Chelsea / West Village,-0.09729701611374193
744,960000.0,R9,manhattan,Chelsea / West Village,-0.09823427368178152
746,652000.0,R9,manhattan,Chelsea / West Village,-0.11266804022959115
747,675000.0,R9,manhattan,Chelsea / West Village,-0.11159019402634562
748,633309.0,R9,manhattan,Chelsea / West Village,-0.11354395428980255
749,620000.0,R9,manhattan,Chelsea / West Village,-0.11416765233845448
750,790000.0,R9,manhattan,Chelsea / West Village,-0.106200963010118
751,675000.0,R9,manhattan,Chelsea / West Village,-0.11159019402634562
752,999000.0,R9,manhattan,Chelsea / West Village,-0.09640662142410432
753,1100000.0,R9,manhattan,Chelsea / West Village,-0.09167347070550441
761,1620000.0,R9,manhattan,Chelsea / West Village,-0.06730477393647516
763,765000.0,R9,manhattan,Chelsea / West Village,-0.10737253497016748
812,525000.0,R9,manhattan,Chelsea / West Village,-0.11861962578664252
813,835000.0,R9,manhattan,Chelsea / West Village,-0.10409213348202893
814,1850000.0,R9,manhattan,Chelsea / West Village,-0.05652631190401992
815,375000.0,R9,manhattan,Chelsea / West Village,-0.12564905754693942
