,Sale Price,Building Class At Time Of Sale,City,Neighbourhood,z_value_prices
249,916425.0,R4,brooklyn,Bath Beach / Bensonhurst,-0.10027632360814775
250,380250.0,R4,brooklyn,Bath Beach / Bensonhurst,-0.12540302743532902
251,461370.0,R4,brooklyn,Bath Beach / Bensonhurst,-0.12160151073936046
252,537636.0,R4,brooklyn,Bath Beach / Bensonhurst,-0.1180274664551551
253,375180.0,R4,brooklyn,Bath Beach / Bensonhurst,-0.12564062222882705
254,405600.0,R4,brooklyn,Bath Beach / Bensonhurst,-0.12421505346783886
255,466440.0,R4,brooklyn,Bath Beach / Bensonhurst,-0.12136391594586243
256,466440.0,R4,brooklyn,Bath Beach / Bensonhurst,-0.12136391594586243
259,450000.0,R1,brooklyn,Bath Beach / Bensonhurst,-0.12213434166679096
260,450000.0,R8,brooklyn,Bath Beach / Bensonhurst,-0.12213434166679096
261,343000.0,R9,brooklyn,Bath Beach / Bensonhurst,-0.12714866965580277
262,200000.0,R9,brooklyn,Bath Beach / Bensonhurst,-0.1338500612672858
264,1450000.0,K4,brooklyn,Bath Beach / Bensonhurst,-0.07527146326481164
265,1200000.0,K2,brooklyn,Bath Beach / Bensonhurst,-0.08698718286530648
266,3600000.0,K9,brooklyn,Bath Beach / Bensonhurst,0.025483725299443902
267,1650000.0,G7,brooklyn,Bath Beach / Bensonhurst,-0.06589888758441578
269,4520000.0,I5,brooklyn,Bath Beach / Bensonhurst,0.06859757342926488
270,2688953.0,RA,brooklyn,Bath Beach / Bensonhurst,-0.017210559480044154
271,640000.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.1132303947704149
272,655000.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.11252745159438521
273,900000.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.10104604638590027
274,699000.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.11046548494469811
275,30420.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.14179706818669346
276,2688953.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.017210559480044154
277,1800000.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.05886945582411888
278,2585928.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.022038607527408074
279,10040.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.1427521336485258
280,1800000.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.05886945582411888
281,1800000.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.05886945582411888
282,1800000.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.05886945582411888
283,1800000.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.05886945582411888
284,537636.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.1180274664551551
285,30420.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.14179706818669346
286,916425.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.10027632360814775
287,30420.0,RG,brooklyn,Bath Beach / Bensonhurst,-0.14179706818669346
288,700000.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.11041862206629614
289,720000.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.10948136449825654
290,810000.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.10526370544207841
291,763688.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.10743401906663087
292,590585.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.1155461239066487
293,763688.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.10743401906663087
294,702593.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.11029710662259981
295,61095.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.14035954939171275
296,61095.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.14035954939171275
297,640000.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.1132303947704149
300,687319.0,RP,brooklyn,Bath Beach / Bensonhurst,-0.11101289022731163
301,2585928.0,RK,brooklyn,Bath Beach / Bensonhurst,-0.022038607527408074
302,2585928.0,RK,brooklyn,Bath Beach / Bensonhurst,-0.022038607527408074
303,1800000.0,RK,brooklyn,Bath Beach / Bensonhurst,-0.05886945582411888
305,780000.0,A9,brooklyn,Sunset Park,-0.10666959179413779
308,600000.0,A5,brooklyn,Sunset Park,-0.11510490990649407
310,885000.0,A5,brooklyn,Sunset Park,-0.10174898956192996
312,10.0,A5,brooklyn,Sunset Park,-0.14322216831889764
313,1125000.0,A5,brooklyn,Sunset Park,-0.09050189874545492
314,1080000.0,A5,brooklyn,Sunset Park,-0.092610728273544
315,955000.0,A5,brooklyn,Sunset Park,-0.09846858807379141
318,1100000.0,A5,brooklyn,Bay Ridge,-0.09167347070550441
319,716000.0,A9,brooklyn,Sunset Park,-0.10966881601186447
320,803000.0,A5,brooklyn,Bay Ridge,-0.10559174559089227
322,996000.0,A5,brooklyn,Bay Ridge,-0.09654721005931026
323,940000.0,A5,brooklyn,Bay Ridge,-0.0991715312498211
324,1250000.0,A4,brooklyn,Bay Ridge,-0.08464403894520751
327,815000.0,A5,brooklyn,Bay Ridge,-0.10502939105006852
328,778000.0,A5,brooklyn,Bay Ridge,-0.10676331755094175
330,746000.0,A5,brooklyn,Dyker Heights,-0.1082629296598051
332,1100000.0,A4,brooklyn,Bay Ridge,-0.09167347070550441
333,1378000.0,A5,brooklyn,Bay Ridge,-0.07864559050975416
334,1220000.0,A5,brooklyn,Bay Ridge,-0.08604992529726689
335,990000.0,A5,brooklyn,Bay Ridge,-0.09682838732972213
336,955000.0,A5,brooklyn,Bay Ridge,-0.09846858807379141
337,1300000.0,A1,brooklyn,Bay Ridge,-0.08230089502510854
338,790000.0,A5,brooklyn,Bay Ridge,-0.106200963010118
339,488000.0,A1,brooklyn,Bay Ridge,-0.12035355228751575
340,670000.0,A1,brooklyn,Bay Ridge,-0.11182450841835552
341,1400000.0,A4,brooklyn,Bay Ridge,-0.07761460718491062
342,1137000.0,A9,brooklyn,Bay Ridge,-0.08993954420463117
343,1600000.0,A5,brooklyn,Bay Ridge,-0.06824203150451474
344,1125000.0,A1,brooklyn,Bay Ridge,-0.09050189874545492
345,1300000.0,A1,brooklyn,Bay Ridge,-0.08230089502510854
346,1150000.0,A1,brooklyn,Bay Ridge,-0.08933032678540544
348,1105000.0,A9,brooklyn,Bay Ridge,-0.09143915631349452
350,1500000.0,S1,brooklyn,Bay Ridge,-0.07292831934471268
351,1350000.0,A5,brooklyn,Bay Ridge,-0.07995775110500958
352,1090000.0,A1,brooklyn,Bay Ridge,-0.0921420994895242
353,1150000.0,A4,brooklyn,Bay Ridge,-0.08933032678540544
357,1700000.0,S1,brooklyn,Bay Ridge,-0.06355574366431681
358,1300000.0,A4,brooklyn,Bay Ridge,-0.08230089502510854
359,950000.0,A5,brooklyn,Bay Ridge,-0.09870290246580131
360,775000.0,A5,brooklyn,Bay Ridge,-0.10690390618614769
361,850000.0,A5,brooklyn,Bay Ridge,-0.10338919030599923
362,1100000.0,A5,brooklyn,Bay Ridge,-0.09167347070550441
363,998000.0,A5,brooklyn,Bay Ridge,-0.0964534843025063
364,1350000.0,A1,brooklyn,Bay Ridge,-0.07995775110500958
365,1170000.0,A9,brooklyn,Bay Ridge,-0.08839306921736585
367,1445000.0,A1,brooklyn,Bay Ridge,-0.07550577765682154
371,999000.0,A5,brooklyn,Bay Ridge,-0.09640662142410432
372,990000.0,A5,brooklyn,Bay Ridge,-0.09682838732972213
373,820000.0,A1,brooklyn,Bay Ridge,-0.10479507665805862
374,1400000.0,A1,brooklyn,Bay Ridge,-0.07761460718491062
378,1330000.0,A5,brooklyn,Bay Ridge,-0.08089500867304916
379,1075000.0,A5,brooklyn,Bay Ridge,-0.09284504266555389
380,1061000.0,A5,brooklyn,Bay Ridge,-0.0935011229631816
382,400000.0,S1,brooklyn,Bay Ridge,-0.12447748558688994
383,1300000.0,A1,brooklyn,Bay Ridge,-0.08230089502510854
385,1500000.0,A1,brooklyn,Bay Ridge,-0.07292831934471268
386,10.0,A9,brooklyn,Bay Ridge,-0.14322216831889764
387,1575000.0,A1,brooklyn,Bay Ridge,-0.06941360346456422
388,890000.0,A9,brooklyn,Bay Ridge,-0.10151467516992006
390,1115000.0,A5,brooklyn,Bay Ridge,-0.09097052752947472
392,982000.0,A5,brooklyn,Bay Ridge,-0.09720329035693796
394,870000.0,A5,brooklyn,Bay Ridge,-0.10245193273795965
395,1300000.0,A5,brooklyn,Bay Ridge,-0.08230089502510854
397,915000.0,A5,brooklyn,Bay Ridge,-0.10034310320987058
398,3750000.0,A3,brooklyn,Bay Ridge,0.0325131570597408
403,1950000.0,A3,brooklyn,Bay Ridge,-0.05184002406382198
405,1625000.0,A1,brooklyn,Bay Ridge,-0.06707045954446526
409,1.0,A1,brooklyn,Bay Ridge,-0.14322259008480326
411,1341000.0,A5,brooklyn,Bay Ridge,-0.08037951701062739
414,1375000.0,A5,brooklyn,Bay Ridge,-0.0787861791449601
415,999999.0,A1,brooklyn,Bay Ridge,-0.09635980540858075
416,1100000.0,A1,brooklyn,Bay Ridge,-0.09167347070550441
417,950000.0,A1,brooklyn,Bay Ridge,-0.09870290246580131
418,1456000.0,A5,brooklyn,Bay Ridge,-0.07499028599439977
419,1310000.0,A5,brooklyn,Bay Ridge,-0.08183226624108875
420,1280000.0,A9,brooklyn,Bay Ridge,-0.08323815259314812
422,550000.0,A1,brooklyn,Bay Ridge,-0.11744805382659304
423,1150000.0,A5,brooklyn,Bay Ridge,-0.08933032678540544
424,720000.0,A5,brooklyn,Dyker Heights,-0.10948136449825654
425,10.0,A9,brooklyn,Bay Ridge,-0.14322216831889764
426,790000.0,A1,brooklyn,Bay Ridge,-0.106200963010118
427,975000.0,A5,brooklyn,Bay Ridge,-0.09753133050575183
429,990000.0,A5,brooklyn,Bay Ridge,-0.09682838732972213
430,1275000.0,A1,brooklyn,Bay Ridge,-0.08347246698515802
432,1178000.0,A5,brooklyn,Bay Ridge,-0.08801816619015002
433,1220000.0,A9,brooklyn,Bay Ridge,-0.08604992529726689
434,630000.0,A9,brooklyn,Bay Ridge,-0.11369902355443469
435,840000.0,A5,brooklyn,Dyker Heights,-0.10385781909001904
436,900000.0,A5,brooklyn,Dyker Heights,-0.10104604638590027
442,1368333.0,A1,brooklyn,Bay Ridge,-0.07909861395526609
443,1950000.0,A1,brooklyn,Bay Ridge,-0.05184002406382198
444,1100000.0,A5,brooklyn,Bay Ridge,-0.09167347070550441
445,1555000.0,A1,brooklyn,Bay Ridge,-0.07035086103260381
448,382500.0,A5,brooklyn,Bay Ridge,-0.12529758595892457
449,900000.0,A5,brooklyn,Bay Ridge,-0.10104604638590027
450,700000.0,A9,brooklyn,Bay Ridge,-0.11041862206629614
451,870000.0,A9,brooklyn,Bay Ridge,-0.10245193273795965
452,805000.0,A5,brooklyn,Bay Ridge,-0.10549801983408831
454,1200000.0,A1,brooklyn,Bay Ridge,-0.08698718286530648
456,415000.0,A5,brooklyn,Bay Ridge,-0.12377454241086025
458,899000.0,A5,brooklyn,Bay Ridge,-0.10109290926430226
459,3480000.0,A1,brooklyn,Bay Ridge,0.019860179891206385
460,2610000.0,A1,brooklyn,Bay Ridge,-0.020910524318515627
461,2610000.0,A1,brooklyn,Bay Ridge,-0.020910524318515627
462,1080000.0,A5,brooklyn,Bay Ridge,-0.092610728273544
464,1250000.0,B1,brooklyn,Sunset Park,-0.08464403894520751
466,1223000.0,B1,brooklyn,Sunset Park,-0.08590933666206095
467,1870000.0,B3,brooklyn,Sunset Park,-0.055589054335980326
469,806369.0,B2,brooklyn,Sunset Park,-0.105433864553556
470,1250000.0,B1,brooklyn,Sunset Park,-0.08464403894520751
471,1300000.0,B9,brooklyn,Sunset Park,-0.08230089502510854
472,990000.0,B3,brooklyn,Sunset Park,-0.09682838732972213
473,1080000.0,B3,brooklyn,Sunset Park,-0.092610728273544
474,1395000.0,B1,brooklyn,Sunset Park,-0.07784892157692051
479,350000.0,B1,brooklyn,Sunset Park,-0.1268206295069889
480,10.0,B2,brooklyn,Sunset Park,-0.14322216831889764
483,1050000.0,B2,brooklyn,Sunset Park,-0.09401661462560337
485,10.0,S2,brooklyn,Sunset Park,-0.14322216831889764
488,980000.0,B1,brooklyn,Sunset Park,-0.09729701611374193
491,1340000.0,B1,brooklyn,Sunset Park,-0.08042637988902937
495,1420000.0,B1,brooklyn,Bay Ridge,-0.07667734961687102
499,1450000.0,B2,brooklyn,Dyker Heights,-0.07527146326481164
500,1210000.0,B1,brooklyn,Bay Ridge,-0.08651855408128668
501,1450000.0,B1,brooklyn,Bay Ridge,-0.07527146326481164
502,1055090.0,B3,brooklyn,Bay Ridge,-0.0937780825745373
503,1255000.0,B3,brooklyn,Bay Ridge,-0.08440972455319762
505,1600000.0,B1,brooklyn,Bay Ridge,-0.06824203150451474
506,1815000.0,B1,brooklyn,Bay Ridge,-0.05816651264808919
507,1803000.0,S2,brooklyn,Bay Ridge,-0.058728867188912945
508,975000.0,B1,brooklyn,Bay Ridge,-0.09753133050575183
512,1210000.0,B3,brooklyn,Bay Ridge,-0.08651855408128668
515,1875000.0,S2,brooklyn,Bay Ridge,-0.05535473994397043
517,1200000.0,B1,brooklyn,Bay Ridge,-0.08698718286530648
518,1320000.0,B1,brooklyn,Dyker Heights,-0.08136363745706895
519,950000.0,B3,brooklyn,Dyker Heights,-0.09870290246580131
520,1555000.0,B2,brooklyn,Dyker Heights,-0.07035086103260381
521,1100000.0,B9,brooklyn,Dyker Heights,-0.09167347070550441
523,1460000.0,B1,brooklyn,Dyker Heights,-0.07480283448079185
524,1225000.0,B1,brooklyn,Bay Ridge,-0.085815610905257
525,1220000.0,B1,brooklyn,Bay Ridge,-0.08604992529726689
526,1420000.0,B1,brooklyn,Bay Ridge,-0.07667734961687102
533,1347000.0,B1,brooklyn,Bay Ridge,-0.08009833974021552
534,1050000.0,B1,brooklyn,Bay Ridge,-0.09401661462560337
535,1299000.0,B3,brooklyn,Dyker Heights,-0.08234775790351052
538,1265000.0,B1,brooklyn,Bay Ridge,-0.08394109576917781
540,800000.0,B1,brooklyn,Bay Ridge,-0.1057323342260982
542,995000.0,B1,brooklyn,Bay Ridge,-0.09659407293771223
543,1185000.0,B1,brooklyn,Bay Ridge,-0.08769012604133616
544,1275000.0,B1,brooklyn,Bay Ridge,-0.08347246698515802
546,1580000.0,B1,brooklyn,Bay Ridge,-0.06917928907255433
547,742500.0,B9,brooklyn,Bay Ridge,-0.10842694973421202
548,1320000.0,B1,brooklyn,Bay Ridge,-0.08136363745706895
551,1225000.0,B1,brooklyn,Bay Ridge,-0.085815610905257
552,1350000.0,B1,brooklyn,Bay Ridge,-0.07995775110500958
554,2105000.0,S2,brooklyn,Bay Ridge,-0.04457627791151519
555,1785000.0,S2,brooklyn,Bay Ridge,-0.05957239900014857
557,990000.0,B1,brooklyn,Bay Ridge,-0.09682838732972213
558,1245000.0,S2,brooklyn,Bay Ridge,-0.08487835333721741
560,1210000.0,B1,brooklyn,Bay Ridge,-0.08651855408128668
563,985000.0,B1,brooklyn,Bay Ridge,-0.09706270172173202
564,1250000.0,S2,brooklyn,Bay Ridge,-0.08464403894520751
566,1365000.0,B1,brooklyn,Bay Ridge,-0.07925480792897989
567,999000.0,B3,brooklyn,Bay Ridge,-0.09640662142410432
569,1500000.0,B1,brooklyn,Bay Ridge,-0.07292831934471268
570,1950000.0,S2,brooklyn,Bay Ridge,-0.05184002406382198
571,998000.0,B1,brooklyn,Bay Ridge,-0.0964534843025063
573,1825000.0,S2,brooklyn,Bay Ridge,-0.0576978838640694
576,1775000.0,B2,brooklyn,Bay Ridge,-0.060041027784168366
578,990000.0,B1,brooklyn,Bay Ridge,-0.09682838732972213
581,1399000.0,B1,brooklyn,Bay Ridge,-0.07766147006331259
582,910000.0,B1,brooklyn,Bay Ridge,-0.10057741760188048
584,1290000.0,B1,brooklyn,Bay Ridge,-0.08276952380912833
585,1200000.0,B3,brooklyn,Bay Ridge,-0.08698718286530648
586,1490000.0,S2,brooklyn,Bay Ridge,-0.07339694812873247
587,1300000.0,S2,brooklyn,Bay Ridge,-0.08230089502510854
588,1750000.0,S2,brooklyn,Bay Ridge,-0.06121259974421785
590,1370000.0,B1,brooklyn,Bay Ridge,-0.07902049353697
595,1432000.0,B1,brooklyn,Bay Ridge,-0.07611499507604727
597,450000.0,B1,brooklyn,Bay Ridge,-0.12213434166679096
602,1320000.0,B1,brooklyn,Bay Ridge,-0.08136363745706895
607,1400000.0,B1,brooklyn,Bay Ridge,-0.07761460718491062
612,925000.0,B1,brooklyn,Bay Ridge,-0.09987447442585079
614,680000.0,B2,brooklyn,Dyker Heights,-0.11135587963433573
615,1530000.0,B1,brooklyn,Bay Ridge,-0.0715224329926533
617,1230000.0,B2,brooklyn,Bay Ridge,-0.0855812965132471
619,1255000.0,B2,brooklyn,Bay Ridge,-0.08440972455319762
620,950000.0,B3,brooklyn,Bay Ridge,-0.09870290246580131
621,1430000.0,B1,brooklyn,Bay Ridge,-0.07620872083285123
623,1199000.0,B1,brooklyn,Bay Ridge,-0.08703404574370846
624,995000.0,B1,brooklyn,Bay Ridge,-0.09659407293771223
627,1400000.0,B2,brooklyn,Bay Ridge,-0.07761460718491062
628,1542800.0,B1,brooklyn,Bay Ridge,-0.07092258814910796
630,700000.0,B1,brooklyn,Dyker Heights,-0.11041862206629614
631,1455000.0,B1,brooklyn,Dyker Heights,-0.07503714887280175
632,1338000.0,B1,brooklyn,Dyker Heights,-0.08052010564583333
634,990000.0,B1,brooklyn,Bay Ridge,-0.09682838732972213
635,1600000.0,S2,brooklyn,Bay Ridge,-0.06824203150451474
638,1400000.0,B1,brooklyn,Bay Ridge,-0.07761460718491062
640,840000.0,B3,brooklyn,Dyker Heights,-0.10385781909001904
642,1100000.0,B3,brooklyn,Bay Ridge,-0.09167347070550441
646,1470000.0,B1,brooklyn,Bay Ridge,-0.07433420569677206
652,830000.0,B2,brooklyn,Bay Ridge,-0.10432644787403883
656,995000.0,B1,brooklyn,Bay Ridge,-0.09659407293771223
658,1092000.0,B1,brooklyn,Bay Ridge,-0.09204837373272025
659,1250000.0,B1,brooklyn,Bay Ridge,-0.08464403894520751
660,818000.0,B1,brooklyn,Bay Ridge,-0.10488880241486258
661,1100000.0,B2,brooklyn,Bay Ridge,-0.09167347070550441
662,2325000.0,S2,brooklyn,Bay Ridge,-0.03426644466307974
663,900000.0,B2,brooklyn,Bay Ridge,-0.10104604638590027
665,999999.0,B1,brooklyn,Dyker Heights,-0.09635980540858075
666,1209000.0,B1,brooklyn,Dyker Heights,-0.08656541695968865
667,1090000.0,B1,brooklyn,Dyker Heights,-0.0921420994895242
668,998000.0,B3,brooklyn,Dyker Heights,-0.0964534843025063
669,980000.0,B3,brooklyn,Bay Ridge,-0.09729701611374193
670,900000.0,B9,brooklyn,Bay Ridge,-0.10104604638590027
672,1503000.0,C0,brooklyn,Sunset Park,-0.07278773070950674
679,1350000.0,C0,brooklyn,Bay Ridge,-0.07995775110500958
680,1480000.0,C0,brooklyn,Bay Ridge,-0.07386557691275226
685,999999.0,C0,brooklyn,Bay Ridge,-0.09635980540858075
686,100000.0,C0,brooklyn,Bay Ridge,-0.13853634910748372
687,1225000.0,C0,brooklyn,Bay Ridge,-0.085815610905257
689,1815000.0,C0,brooklyn,Bay Ridge,-0.05816651264808919
696,600000.0,C0,brooklyn,Bay Ridge,-0.11510490990649407
698,1400000.0,C0,brooklyn,Bay Ridge,-0.07761460718491062
699,1500000.0,C0,brooklyn,Bay Ridge,-0.07292831934471268
700,1050000.0,C0,brooklyn,Bay Ridge,-0.09401661462560337
701,1400000.0,C0,brooklyn,Bay Ridge,-0.07761460718491062
704,855330.0,R6,brooklyn,Sunset Park,-0.10313941116411669
705,730000.0,R3,brooklyn,Sunset Park,-0.10901273571423675
707,300000.0,R3,brooklyn,Bay Ridge,-0.12916377342708787
709,417150.0,R3,brooklyn,Bay Ridge,-0.123673787222296
710,960000.0,R3,brooklyn,Bay Ridge,-0.09823427368178152
711,995000.0,R3,brooklyn,Bay Ridge,-0.09659407293771223
712,825000.0,R3,brooklyn,Bay Ridge,-0.10456076226604873
714,485000.0,R3,brooklyn,Bay Ridge,-0.12049414092272169
715,575000.0,R3,brooklyn,Bay Ridge,-0.11627648186654355
717,418000.0,R3,brooklyn,Dyker Heights,-0.12363395377565431
720,1410000.0,R3,brooklyn,Bay Ridge,-0.07714597840089081
721,1200000.0,R3,brooklyn,Bay Ridge,-0.08698718286530648
722,700000.0,R3,brooklyn,Bay Ridge,-0.11041862206629614
723,420000.0,R3,brooklyn,Bay Ridge,-0.12354022801885035
724,540000.0,R3,brooklyn,Bay Ridge,-0.11791668261061283
725,699000.0,R3,brooklyn,Bay Ridge,-0.11046548494469811
726,500000.0,R3,brooklyn,Bay Ridge,-0.119791197746692
729,550000.0,R3,brooklyn,Bay Ridge,-0.11744805382659304
736,1000000.0,C2,brooklyn,Sunset Park,-0.09635975854570233
738,1790000.0,C2,brooklyn,Sunset Park,-0.05933808460813867
740,10.0,C2,brooklyn,Sunset Park,-0.14322216831889764
746,1100000.0,C2,brooklyn,Sunset Park,-0.09167347070550441
748,1620000.0,C2,brooklyn,Dyker Heights,-0.06730477393647516
751,1650000.0,C7,brooklyn,Bay Ridge,-0.06589888758441578
752,1500000.0,C2,brooklyn,Bay Ridge,-0.07292831934471268
753,1600000.0,C3,brooklyn,Bay Ridge,-0.06824203150451474
760,16086846.0,D1,brooklyn,Bay Ridge,0.6106532710216859
763,200000.0,C6,brooklyn,Sunset Park,-0.1338500612672858
764,515000.0,C6,brooklyn,Sunset Park,-0.11908825457066231
765,589000.0,C6,brooklyn,Sunset Park,-0.11562040156891584
766,167191.0,C6,brooklyn,Sunset Park,-0.13538758544477633
767,465000.0,C6,brooklyn,Bay Ridge,-0.12143139849076127
768,385320.0,C6,brooklyn,Bay Ridge,-0.125165432641831
769,275000.0,C6,brooklyn,Bay Ridge,-0.13033534538713734
770,450000.0,C6,brooklyn,Bay Ridge,-0.12213434166679096
771,330000.0,C6,brooklyn,Bay Ridge,-0.1277578870750285
772,270000.0,C6,brooklyn,Bay Ridge,-0.13056965977914725
773,395000.0,C6,brooklyn,Bay Ridge,-0.12471179997889983
774,320000.0,C6,brooklyn,Bay Ridge,-0.1282265158590483
775,300000.0,C6,brooklyn,Bay Ridge,-0.12916377342708787
776,315000.0,C6,brooklyn,Bay Ridge,-0.12846083025105817
777,582000.0,C6,brooklyn,Bay Ridge,-0.1159484417177297
778,318000.0,C6,brooklyn,Bay Ridge,-0.12832024161585223
779,20000.0,C6,brooklyn,Bay Ridge,-0.14228537937964209
780,315000.0,C6,brooklyn,Bay Ridge,-0.12846083025105817
781,575000.0,C6,brooklyn,Bay Ridge,-0.11627648186654355
782,328000.0,C6,brooklyn,Bay Ridge,-0.12785161283183244
783,372500.0,C6,brooklyn,Bay Ridge,-0.12576621474294436
784,325000.0,C6,brooklyn,Bay Ridge,-0.12799220146703838
785,325000.0,C6,brooklyn,Bay Ridge,-0.12799220146703838
786,300000.0,C6,brooklyn,Bay Ridge,-0.12916377342708787
787,315000.0,C6,brooklyn,Bay Ridge,-0.12846083025105817
790,450000.0,D4,brooklyn,Sunset Park,-0.12213434166679096
791,595000.0,D4,brooklyn,Sunset Park,-0.11533922429850396
792,215000.0,D4,brooklyn,Sunset Park,-0.13314711809125612
794,328000.0,D4,brooklyn,Sunset Park,-0.12785161283183244
795,215000.0,D4,brooklyn,Sunset Park,-0.13314711809125612
796,215000.0,D4,brooklyn,Sunset Park,-0.13314711809125612
797,230000.0,D4,brooklyn,Sunset Park,-0.13244417491522642
798,220000.0,D4,brooklyn,Sunset Park,-0.1329128036992462
799,220000.0,D4,brooklyn,Sunset Park,-0.1329128036992462
800,205000.0,D4,brooklyn,Sunset Park,-0.13361574687527591
801,288000.0,D4,brooklyn,Sunset Park,-0.1297261279679116
802,215000.0,D4,brooklyn,Sunset Park,-0.13314711809125612
803,350000.0,D4,brooklyn,Sunset Park,-0.1268206295069889
804,335000.0,D4,brooklyn,Sunset Park,-0.1275235726830186
805,525000.0,D4,brooklyn,Sunset Park,-0.11861962578664252
806,215000.0,D4,brooklyn,Bay Ridge,-0.13314711809125612
807,325000.0,D4,brooklyn,Bay Ridge,-0.12799220146703838
808,299000.0,D4,brooklyn,Bay Ridge,-0.12921063630548985
809,550000.0,D4,brooklyn,Bay Ridge,-0.11744805382659304
810,580000.0,D4,brooklyn,Bay Ridge,-0.11604216747453365
811,520000.0,D4,brooklyn,Bay Ridge,-0.11885394017865242
812,660000.0,D4,brooklyn,Bay Ridge,-0.11229313720237531
813,335000.0,D4,brooklyn,Bay Ridge,-0.1275235726830186
814,479000.0,D4,brooklyn,Bay Ridge,-0.12077531819313357
815,477000.0,D4,brooklyn,Bay Ridge,-0.12086904394993753
816,270000.0,D4,brooklyn,Bay Ridge,-0.13056965977914725
817,615000.0,D4,brooklyn,Bay Ridge,-0.11440196673046438
819,315000.0,D4,brooklyn,Bay Ridge,-0.12846083025105817
820,330000.0,D4,brooklyn,Bay Ridge,-0.1277578870750285
821,340000.0,D4,brooklyn,Bay Ridge,-0.1272892582910087
822,205000.0,D4,brooklyn,Bay Ridge,-0.13361574687527591
823,483000.0,D4,brooklyn,Bay Ridge,-0.12058786667952565
824,450000.0,D4,brooklyn,Bay Ridge,-0.12213434166679096
825,336800.0,D4,brooklyn,Bay Ridge,-0.12743921950189502
826,313000.0,D4,brooklyn,Bay Ridge,-0.12855455600786214
827,345000.0,D4,brooklyn,Bay Ridge,-0.1270549438989988
828,329000.0,D4,brooklyn,Bay Ridge,-0.12780474995343047
829,340000.0,D4,brooklyn,Bay Ridge,-0.1272892582910087
830,325000.0,D4,brooklyn,Bay Ridge,-0.12799220146703838
831,300000.0,D4,brooklyn,Bay Ridge,-0.12916377342708787
833,400000.0,D4,brooklyn,Bay Ridge,-0.12447748558688994
834,325000.0,D4,brooklyn,Bay Ridge,-0.12799220146703838
835,278000.0,D4,brooklyn,Bay Ridge,-0.1301947567519314
836,190000.0,D4,brooklyn,Bay Ridge,-0.1343186900513056
837,314000.0,D4,brooklyn,Bay Ridge,-0.12850769312946014
838,160000.0,D4,brooklyn,Bay Ridge,-0.13572457640336497
839,296595.0,D4,brooklyn,Bay Ridge,-0.12932334152804661
841,325000.0,D4,brooklyn,Bay Ridge,-0.12799220146703838
842,410000.0,D4,brooklyn,Bay Ridge,-0.12400885680287015
843,508000.0,D4,brooklyn,Bay Ridge,-0.11941629471947617
844,368000.0,D4,brooklyn,Bay Ridge,-0.12597709769575327
845,235000.0,D4,brooklyn,Bay Ridge,-0.1322098605232165
846,332000.0,D4,brooklyn,Bay Ridge,-0.12766416131822453
847,243000.0,D4,brooklyn,Bay Ridge,-0.1318349574960007
848,445000.0,D4,brooklyn,Bay Ridge,-0.12236865605880086
849,334720.0,D4,brooklyn,Bay Ridge,-0.12753669428897113
850,650000.0,D4,brooklyn,Bay Ridge,-0.1127617659863951
851,600000.0,D4,brooklyn,Bay Ridge,-0.11510490990649407
853,420000.0,D4,brooklyn,Bay Ridge,-0.12354022801885035
854,530000.0,D4,brooklyn,Bay Ridge,-0.11838531139463263
855,365668.0,D4,brooklyn,Bay Ridge,-0.1260863819281867
856,300000.0,D4,brooklyn,Bay Ridge,-0.12916377342708787
857,432000.0,D4,brooklyn,Bay Ridge,-0.12297787347802659
858,675000.0,D4,brooklyn,Bay Ridge,-0.11159019402634562
859,499000.0,D4,brooklyn,Bay Ridge,-0.11983806062509399
860,450000.0,D4,brooklyn,Bay Ridge,-0.12213434166679096
861,327000.0,D4,brooklyn,Bay Ridge,-0.12789847571023444
862,225000.0,D4,brooklyn,Bay Ridge,-0.1326784893072363
863,281385.0,D4,brooklyn,Bay Ridge,-0.13003612590854072
